school,state,district,postcode,lat,lon
SMK TUANKU LAILATUL SHAHREEN,Perlis,Perlis,01000,6.437117,100.211856
SJK(C) SIN MIN,Perlis,Perlis,02600,6.437511111,100.3022361
SK SENA,Perlis,Perlis,01000,6.43801,100.207
SMK DATO' SHEIKH AHMAD,Perlis,Perlis,02600,6.43844,100.267
SK PAUH,Perlis,Perlis,02600,6.43917,100.301
SMK AGAMA (P) ALAWIYAH,Perlis,Perlis,01000,6.440541667,100.1974028
SK STELLA MARIS,Perlis,Perlis,01000,6.44125,100.185
SMK DERMA,Perlis,Perlis,01000,6.441983333,100.1931361
SK BINTONG,Perlis,Perlis,01000,6.44219,100.169
SMK TENGKU BUDRIAH,Perlis,Perlis,02600,6.44231,100.31
SMK PUTRA,Perlis,Perlis,01000,6.44361,100.185
SJK(T) KANGAR,Perlis,Perlis,01000,6.44415,100.1851778
SK PUTRA,Perlis,Perlis,01000,6.44452,100.184
SK JEJAWI,Perlis,Perlis,01000,6.445542,100.229626
SMK SYED SIRAJUDDIN,Perlis,Perlis,02600,6.44576,100.239
SK SERI INDERA,Perlis,Perlis,01000,6.445897222,100.2026417
SK KUBANG GAJAH,Perlis,Perlis,02600,6.446772222,100.2502389
SMK SYED HASSAN,Perlis,Perlis,01000,6.447492,100.201403
KOLEJ VOKASIONAL KANGAR,Perlis,Perlis,01000,6.448341667,100.2036667
KOLEJ VOKASIONAL ARAU,Perlis,Perlis,02600,6.45039,100.274
SK BEHOR EMPIANG,Perlis,Perlis,01000,6.45824,100.195
SEKOLAH RENDAH ISLAM 1,Perlis,Perlis,01000,6.464586111,100.1934667
SK KAMPONG SALANG,Perlis,Perlis,01000,6.466515,100.210855
SK ORAN,Perlis,Perlis,02500,6.46705,100.254
SK PADANG KOTA,Perlis,Perlis,01000,6.47195,100.181
SJK(C) KONG AIK,Perlis,Perlis,02500,6.472913889,100.25845
SK GUAR NANGKA,Perlis,Perlis,02500,6.475,100.288
SMK MATA AYER,Perlis,Perlis,02500,6.482213889,100.2511722
SK SANTAN,Perlis,Perlis,01000,6.484836111,100.2334889
SMK GUAR NANGKA,Perlis,Perlis,02600,6.486759,100.289163
SK ABI,Perlis,Perlis,01000,6.488872222,100.1990833
SK CHUPING,Perlis,Perlis,02500,6.492637,100.265336
SEKOLAH RENDAH ISLAM III,Perlis,Perlis,02500,6.494255556,100.3388722
SMK ABI,Perlis,Perlis,01000,6.49543,100.205858
SK (FELDA) CHUPING,Perlis,Perlis,02500,6.49707,100.34
SK DATO KAYAMAN,Perlis,Perlis,02450,6.499502778,100.2457889
SK PAYA,Perlis,Perlis,02400,6.5019,100.224
SK PANGGAS,Perlis,Perlis,02500,6.51408,100.272
SK PADANG MELANGIT,Perlis,Perlis,02400,6.5151,100.209
SK SERI TUNJONG,Perlis,Perlis,02400,6.51719,100.234
SMK TENGKU SULAIMAN,Perlis,Perlis,02400,6.51809,100.234
SMK DATUK JAAFAR HASSAN,Perlis,Perlis,02450,6.52497,100.261
SK BUKIT KETERI,Perlis,Perlis,02400,6.52708,100.261
SK BESERI,Perlis,Perlis,02400,6.535006,100.227947
SK BATU BERTANGKUP,Perlis,Perlis,02450,6.55151,100.281
SMK BESERI,Perlis,Perlis,02400,6.552286111,100.2403583
SK GUAR JENTIK,Perlis,Perlis,02400,6.56169,100.222
SMK RAJA PUAN MUDA TENGKU FAUZIAH,Perlis,Perlis,02200,6.63457,100.221
SK TITI TINGGI,Perlis,Perlis,02100,6.635644444,100.2614028
SK (FELDA) RIMBA MAS,Perlis,Perlis,02100,6.64373,100.299
SJK(C) KONG HWA,Perlis,Perlis,02200,6.64473,100.208
SK LUBUK SIREH,Perlis,Perlis,02100,6.648819444,100.2253417
SMK PADANG BESAR UTARA,Perlis,Perlis,02100,6.650333333,100.3166
SJK(C) PADANG BESAR UTARA,Perlis,Perlis,02100,6.659391667,100.3226056
SK PADANG BESAR UTARA,Perlis,Perlis,02100,6.659444,100.318593
SEKOLAH RENDAH ISLAM II,Perlis,Perlis,02100,6.66585,100.282
SK (FELDA) MATA AIR,Perlis,Perlis,02100,6.666558333,100.2804111
SMK BUKIT INDAH,Selangor,Gombak,68000,3.155423,101.776753
SK TAMAN BUKIT INDAH,Selangor,Gombak,68000,3.155833,101.775553
SMK HULU KELANG,Selangor,Gombak,68000,3.163362,101.747692
SK (2) KUALA AMPANG,Selangor,Gombak,55000,3.164451926,101.7400296
SK (1) KUALA AMPANG,Selangor,Gombak,68000,3.165503,101.748323
SK TAMAN KERAMAT (1),Selangor,Gombak,54200,3.169797,101.742115
SK (2) TAMAN KERAMAT,Selangor,Gombak,54200,3.170349,101.742195
SMK TAMAN KERAMAT,Selangor,Gombak,54200,3.170559,101.743326
SMK SERI KERAMAT,Selangor,Gombak,54200,3.196588,101.75987
SMK LEMBAH KERAMAT,Selangor,Gombak,54200,3.198059,101.759715
SK HULU KELANG,Selangor,Gombak,68000,3.19917,101.760817
SK LEMBAH KERAMAT,Selangor,Gombak,54200,3.20204,101.757718
SK TAMAN PERMATA,Selangor,Gombak,53300,3.205758,101.747488
KOLEJ VOKASIONAL SUNGAI BULOH,Selangor,Gombak,47000,3.205866,101.544555
SMK BANDAR BARU SUNGAI BULOH,Selangor,Gombak,47000,3.206759,101.561602
SJK(T) SARASWATHY,Selangor,Gombak,47000,3.208286,101.577083
SK BANDAR BARU SUNGAI BULOH,Selangor,Gombak,47000,3.208375,101.562752
SK SG PELONG,Selangor,Gombak,47000,3.208635,101.541153
SAM PAYA JARAS,Selangor,Gombak,47000,3.209359,101.502504
SK TAMAN MELAWATI 2,Selangor,Gombak,53100,3.212503,101.752493
SMK SIERRAMAS,Selangor,Gombak,47000,3.214113,101.580401
SMK BUKIT GADING,Selangor,Gombak,47000,3.214173,101.529713
SMK TAMAN MELAWATI,Selangor,Gombak,53100,3.21532,101.750863
SK SG BULUH,Selangor,Gombak,47000,3.215404,101.5787
SK (2) GOMBAK,Selangor,Gombak,53100,3.21552873,101.7117949
SK (1) GOMBAK,Selangor,Gombak,53100,3.215656682,101.7110829
SK KLANG GATE,Selangor,Gombak,53100,3.216048,101.740407
SJK(C) DESA JAYA,Selangor,Gombak,52100,3.216628,101.625497
SJK(T) TAMAN MELAWATI,Selangor,Gombak,53100,3.216669,101.750015
SK MERBAU SEMPAK,Selangor,Gombak,47000,3.217407,101.512103
SK DESA AMANPURI,Selangor,Gombak,52100,3.217621,101.614605
SK GOMBAK SETIA,Selangor,Gombak,53100,3.218685,101.715563
SK TAMAN EHSAN,Selangor,Gombak,52100,3.219831,101.630681
SJK(T) BUKIT DARAH,Selangor,Gombak,47000,3.2203,101.503539
SMK GOMBAK SETIA,Selangor,Gombak,53100,3.220400021,101.7151139
SMK TAMAN EHSAN,Selangor,Gombak,52100,3.222395,101.623458
SK TAMAN SETIA,Selangor,Gombak,53100,3.224443,101.719163
SK TAMAN MELAWATI,Selangor,Gombak,53100,3.225096,101.746941
SMK KEPONG,Selangor,Gombak,52100,3.225578,101.635392
SK BUKIT RAHMAN PUTRA,Selangor,Gombak,47000,3.227223,101.552493
SK KUANG,Selangor,Gombak,48050,3.229848,101.535407
SMK BUKIT RAHMAN PUTRA,Selangor,Gombak,47000,3.230133,101.555353
SK KEPONG,Selangor,Gombak,52100,3.230748,101.635006
SK TAMAN SELASIH,Selangor,Gombak,68100,3.231113,101.694993
SMK SERI GOMBAK,Selangor,Gombak,68100,3.23168,101.701666
SJK(C) KHEOW BIN,Selangor,Gombak,68100,3.232876,101.673989
SK TAMAN SAMUDRA,Selangor,Gombak,68100,3.233426,101.693115
SK SELAYANG UTAMA,Selangor,Gombak,68100,3.236675,101.641142
SJK(T) BATU CAVES,Selangor,Gombak,68100,3.236693,101.681689
SK SUNGAI PUSU,Selangor,Gombak,53100,3.236947,101.715548
SK SELAYANG JAYA,Selangor,Gombak,68100,3.237641,101.648749
SMK SUNGAI PUSU,Selangor,Gombak,53100,3.238336,101.717771
SK GOMBAK UTARA,Selangor,Gombak,53100,3.239002,101.714986
SK (1) TAMAN SELAYANG,Selangor,Gombak,68100,3.240636,101.672831
SK (2) TAMAN SELAYANG,Selangor,Gombak,68100,3.241291,101.672691
SMK SERI SELAYANG,Selangor,Gombak,68100,3.2423,101.672759
SK TAMAN SERI GOMBAK 2,Selangor,Gombak,68100,3.242503,101.698603
SMK TAMAN SELAYANG,Selangor,Gombak,68100,3.243364,101.673435
SK TAMAN SERI GOMBAK,Selangor,Gombak,68100,3.243399,101.698259
SBP INTEGRASI GOMBAK,Selangor,Gombak,53100,3.243614,101.723049
SMK HILLCREST,Selangor,Gombak,68100,3.243673,101.707513
SK TAMAN PRIMA SELAYANG,Selangor,Gombak,68100,3.244224,101.655771
KOLEJ VOKASIONAL GOMBAK ,Selangor,Gombak,53100,3.246306,101.729716
SMK IDEAL HEIGHTS,Selangor,Gombak,68100,3.248801,101.641722
SMK SELAYANG BHARU,Selangor,Gombak,68100,3.251901,101.667203
SMK DARUL EHSAN,Selangor,Gombak,68100,3.252505,101.668405
SK SELAYANG BARU (2),Selangor,Gombak,68100,3.25375033,101.6661771
SK BANDAR BARU SELAYANG,Selangor,Gombak,68100,3.25403,101.646487
SK (1) SELAYANG BARU,Selangor,Gombak,68100,3.254341,101.6661368
SJK(C) SELAYANG BARU,Selangor,Gombak,68100,3.254526,101.667343
SK SG TUA BAHARU,Selangor,Gombak,68100,3.254994,101.674141
SMK SERI KUNDANG,Selangor,Gombak,48020,3.25556,101.520819
SJK(C) KUANG,Selangor,Gombak,48050,3.255637,101.554096
SK SERI KUNDANG,Selangor,Gombak,48020,3.256113,101.521383
SJK(T) KUANG,Selangor,Gombak,48050,3.256246,101.550505
SMK SUNGAI KERTAS,Selangor,Gombak,68100,3.257225,101.686937
SK SUNGAI KERTAS,Selangor,Gombak,68100,3.259231,101.687021
SK BANDAR BARU SELAYANG (2),Selangor,Gombak,68100,3.259755,101.661988
SJK(C) KUNDANG,Selangor,Gombak,48020,3.277335,101.511598
SK SG SERAI,Selangor,Gombak,48050,3.281313,101.547417
SK TASIK PUTERI 2,Selangor,Gombak,48000,3.281727,101.473917
SK BANDAR TASIK PUTERI,Selangor,Gombak,48000,3.286213,101.474584
SMK BANDAR TASIK PUTERI,Selangor,Gombak,48000,3.287225,101.473604
SK BANDAR BARU RAWANG,Selangor,Gombak,48000,3.294173,101.551663
SBP INTEGRASI RAWANG,Selangor,Gombak,48020,3.297781,101.49166
SMK TUN PERAK,Selangor,Gombak,48000,3.300565,101.585226
SAM RAWANG,Selangor,Gombak,48000,3.301114,101.589715
SK TAMAN TUN TEJA,Selangor,Gombak,48000,3.30417,101.589715
SMK RAWANG,Selangor,Gombak,48000,3.307583,101.597837
SJK(T) BATU ARANG,Selangor,Gombak,48100,3.310331,101.473002
SJK(C) CHAP KHUAN,Selangor,Gombak,48100,3.313538,101.470154
SK SINARAN BUDI,Selangor,Gombak,48000,3.315109,101.568622
SJK(C) KOTA EMERALD,Selangor,Gombak,48000,3.315934,101.559919
SMK SERI GARING,Selangor,Gombak,48000,3.316686,101.568024
SK RAWANG,Selangor,Gombak,48000,3.316964,101.56973
SMK TUANKU ABDUL RAHMAN,Selangor,Gombak,48100,3.317509,101.472722
SJK(T) RAWANG,Selangor,Gombak,48000,3.317595,101.569097
SJK(C) SAN YUK,Selangor,Gombak,48000,3.318999,101.582329
SK BATU ARANG,Selangor,Gombak,48100,3.321803,101.470839
SK TAMAN DESA 2,Selangor,Gombak,48000,3.330559,101.526708
SMK TAMAN DESA,Selangor,Gombak,48000,3.330836,101.524715
SMK TAMAN DESA 2,Selangor,Gombak,48000,3.331113,101.537493
SK TAMAN DESA,Selangor,Gombak,48000,3.331177,101.527075
SK BUKIT RAWANG JAYA,Selangor,Gombak,48000,3.335702,101.582109
SMK KHIR JOHARI,Selangor,Hulu Langat,43700,2.867519,101.871113
SK BERANANG,Selangor,Hulu Langat,43700,2.868336,101.871104
SK KG KUALA PAJAM,Selangor,Hulu Langat,43700,2.868642,101.845383
SJK(C) TON FAH,Selangor,Hulu Langat,43700,2.868933,101.871027
SK BANDAR BUKIT MAHKOTA,Selangor,Hulu Langat,43000,2.880246,101.81244
SMK BANDAR SERI PUTRA,Selangor,Hulu Langat,43000,2.887744,101.783331
SK BANDAR SERI PUTRA,Selangor,Hulu Langat,43000,2.889831,101.775401
SJK(T) BANGI,Selangor,Hulu Langat,43000,2.8927697,101.7943183
SMK BANDAR TASIK KESUMA,Selangor,Hulu Langat,43700,2.899128,101.870069
SK BANDAR TASIK KESUMA,Selangor,Hulu Langat,43700,2.900133,101.869933
SK RINCHING HILIR,Selangor,Hulu Langat,43000,2.901388,101.813872
SJK(C) YOKE MIN,Selangor,Hulu Langat,43000,2.903024,101.783171
SK BANGI,Selangor,Hulu Langat,43000,2.904813,101.784463
SK KG RINCING,Selangor,Hulu Langat,43700,2.915378,101.861901
SJK(T) LDG RINCHING,Selangor,Hulu Langat,43500,2.922964,101.859197
SK BANDAR RINCHING,Selangor,Hulu Langat,43500,2.926408,101.849056
SMK BANDAR RINCHING,Selangor,Hulu Langat,43500,2.930486,101.865288
SK JALAN ENAM,Selangor,Hulu Langat,43650,2.935954,101.766677
SMK JALAN TIGA,Selangor,Hulu Langat,43650,2.944221,101.779884
SK JALAN 3,Selangor,Hulu Langat,43650,2.946089,101.779441
SK BANDAR BARU BANGI,Selangor,Hulu Langat,43650,2.946143,101.770983
SMK BANDAR BARU BANGI,Selangor,Hulu Langat,43650,2.946607,101.769725
SJK(T) LADANG SEMENYIH,Selangor,Hulu Langat,43500,2.947881,101.852946
SJK(C) SIN MING,Selangor,Hulu Langat,43500,2.949247,101.844527
SJK(C) KG BARU SEMENYIH,Selangor,Hulu Langat,43500,2.949573,101.844203
SK SEMENYIH,Selangor,Hulu Langat,43500,2.95047,101.844684
SK JALAN EMPAT,Selangor,Hulu Langat,43650,2.951248,101.779538
SMK ENGKU HUSAIN,Selangor,Hulu Langat,43500,2.953719,101.839691
SJK(T) LDG DOMINION,Selangor,Hulu Langat,43500,2.955339,101.843911
SMK JALAN EMPAT,Selangor,Hulu Langat,43650,2.960908,101.781969
SJK(T) LDG WEST COUNTRY 'TIMUR',Selangor,Hulu Langat,43000,2.964208761,101.7883427
SMK JALAN REKO,Selangor,Hulu Langat,43000,2.964731,101.789483
SK BANDAR SUNWAY SEMENYIH,Selangor,Hulu Langat,43500,2.967541,101.840216
SK SUNGAI RAMAL DALAM,Selangor,Hulu Langat,43000,2.969483,101.757233
SK BANDAR TEKNOLOGI,Selangor,Hulu Langat,43500,2.969907,101.822487
SK SEKSYEN 7,Selangor,Hulu Langat,43650,2.970422,101.775508
SMK KAJANG UTAMA,Selangor,Hulu Langat,43000,2.973235,101.795234
SK KAJANG UTAMA,Selangor,Hulu Langat,43000,2.973839,101.794229
SMK TAMAN JASMIN 2,Selangor,Hulu Langat,43000,2.980945,101.813747
SK TAMAN JASMIN,Selangor,Hulu Langat,43000,2.982191,101.814045
SK (2) JALAN BUKIT,Selangor,Hulu Langat,43000,2.983614,101.79166
SMK AGAMA MAAHAD HAMIDIAH,Selangor,Hulu Langat,43000,2.983614,101.752771
SMK SUNGAI RAMAL,Selangor,Hulu Langat,43000,2.983689,101.760998
SK JALAN BUKIT SATU,Selangor,Hulu Langat,43000,2.984088,101.791966
SMK JALAN BUKIT,Selangor,Hulu Langat,43000,2.985853,101.792074
SK LEFTENAN ADNAN,Selangor,Hulu Langat,43000,2.986314,101.768069
KOLEJ VOKASIONAL KAJANG,Selangor,Hulu Langat,43000,2.986858,101.81358
SJK(C) SUNGAI CHUA,Selangor,Hulu Langat,43000,2.988573,101.770544
SMK CONVENT,Selangor,Hulu Langat,43000,2.989626,101.790179
SK CONVENT,Selangor,Hulu Langat,43000,2.989672,101.789765
SK JALAN SEMENYIH '1',Selangor,Hulu Langat,43000,2.992419,101.795153
SMK TINGGI KAJANG,Selangor,Hulu Langat,43000,2.992496,101.795032
SK ULU SEMENYIH,Selangor,Hulu Langat,43500,2.992503,101.870549
SK JALAN SEMENYIH '2',Selangor,Hulu Langat,43000,2.992958,101.794613
SJK(T) KAJANG,Selangor,Hulu Langat,43000,2.994106,101.795014
SK KAJANG,Selangor,Hulu Langat,43000,2.994324,101.790442
SK SRI JELOK,Selangor,Hulu Langat,43000,2.99487,101.811293
SJK(C) YU HUA,Selangor,Hulu Langat,43000,2.995068,101.791262
SMK YU HUA,Selangor,Hulu Langat,43000,2.995997,101.791168
SK SUNGAI KANTAN,Selangor,Hulu Langat,43000,3.001743,101.791298
SMK SULTAN ABDUL AZIZ SHAH,Selangor,Hulu Langat,43000,3.005643,101.782853
SMK DESA SERDANG,Selangor,Hulu Langat,43300,3.010447438,101.727678
SK SAUJANA IMPIAN,Selangor,Hulu Langat,43000,3.012838,101.787166
SMK SAUJANA IMPIAN,Selangor,Hulu Langat,43000,3.013302,101.788618
SK KANTAN PERMAI,Selangor,Hulu Langat,43000,3.018483,101.806863
SMA PERSEKUTUAN KAJANG,Selangor,Hulu Langat,43000,3.019706,101.780673
SMK CHERAS JAYA,Selangor,Hulu Langat,43200,3.019716,101.761823
SK CHERAS JAYA,Selangor,Hulu Langat,43200,3.020454,101.762851
SK SAUJANA IMPIAN (2),Selangor,Hulu Langat,43000,3.021045,101.792032
SK SERI SEKAMAT,Selangor,Hulu Langat,43000,3.023908,101.779649
SK TAMING JAYA,Selangor,Hulu Langat,43300,3.025503,101.748189
SJK(C) BALAKONG,Selangor,Hulu Langat,43300,3.028405997,101.7455321
SK TAMAN RAKAN,Selangor,Hulu Langat,43000,3.03376,101.787572
SMK BANDAR DAMAI PERDANA,Selangor,Hulu Langat,56000,3.043592,101.736733
SMK CHERAS PERDANA,Selangor,Hulu Langat,43200,3.045273,101.765623
SJK(C) BATU 11,Selangor,Hulu Langat,43200,3.045973,101.770584
SJK(C) CONNAUGHT (2),Selangor,Hulu Langat,56000,3.046182,101.742082
SK DESA BAIDURI,Selangor,Hulu Langat,56000,3.048106,101.750852
SJK(C) BANDAR SUNGAI LONG,Selangor,Hulu Langat,43000,3.051739,101.803314
SK BANDAR TUN HUSSEIN ONN 2,Selangor,Hulu Langat,43200,3.052485,101.754269
SMK BANDAR BARU SUNGAI LONG,Selangor,Hulu Langat,43000,3.052821,101.801833
SK BANDAR TUN HUSSEIN ONN,Selangor,Hulu Langat,43200,3.053283,101.766086
SMK BANDAR TUN HUSSEIN ONN 2,Selangor,Hulu Langat,43200,3.054728,101.755363
SMK PERIMBUN,Selangor,Hulu Langat,43200,3.061209,101.770347
SAM HULU LANGAT,Selangor,Hulu Langat,43200,3.063728,101.773643
SJK(T) BANDAR MAHKOTA CHERAS,Selangor,Hulu Langat,43200,3.065102164,101.7939299
SK BATU SEMBILAN,Selangor,Hulu Langat,43200,3.06983,101.768654
SJK(C) BATU 9 CHERAS,Selangor,Hulu Langat,43200,3.071671,101.769529
SK BUKIT RAYA,Selangor,Hulu Langat,43200,3.073055,101.781629
SK TAMAN PUTERI,Selangor,Hulu Langat,43200,3.078116,101.771993
SK TAMAN CUEPACS,Selangor,Hulu Langat,43200,3.078493,101.759093
SMK DUSUN NANDING,Selangor,Hulu Langat,43100,3.08224,101.790503
SK DUSUN NANDING,Selangor,Hulu Langat,43100,3.083162,101.791043
SK SUNGAI SERAI,Selangor,Hulu Langat,43100,3.087726,101.790109
SK TAMAN BUKIT TERATAI,Selangor,Hulu Langat,56100,3.10913,101.764693
SK KG CHERAS BAHARU,Selangor,Hulu Langat,56100,3.111171,101.74976
SJK(C) BATU 14,Selangor,Hulu Langat,43100,3.112723,101.813734
SK SG TEKALI,Selangor,Hulu Langat,43100,3.113281,101.855689
SMK TAMAN SERAYA,Selangor,Hulu Langat,56100,3.113614,101.761104
SK PANDAN PERDANA,Selangor,Hulu Langat,55300,3.114973,101.743601
SK TUN ABD AZIZ MAJID,Selangor,Hulu Langat,43100,3.116822,101.813987
SMK ABDUL JALIL,Selangor,Hulu Langat,43100,3.118103,101.817496
SK TAMAN MUDA,Selangor,Hulu Langat,56100,3.120505,101.7561
SMK PANDAN INDAH,Selangor,Hulu Langat,55100,3.12282,101.752183
SMK TASEK PERMAI,Selangor,Hulu Langat,68000,3.124025,101.78063
SK TASEK PERMAI,Selangor,Hulu Langat,68000,3.124699,101.779201
SMK PANDAN MEWAH,Selangor,Hulu Langat,68000,3.125035,101.761897
SK PANDAN INDAH,Selangor,Hulu Langat,55100,3.125551,101.751969
SK CHERAS INDAH,Selangor,Hulu Langat,56100,3.125906,101.746178
SMK TAMAN TASIK,Selangor,Hulu Langat,68000,3.126596,101.774403
SJK(C) ON PONG 2,Selangor,Hulu Langat,68000,3.126806,101.762438
SK TAMAN TASIK,Selangor,Hulu Langat,68000,3.126978,101.773091
SK AMPANG CAMPURAN,Selangor,Hulu Langat,68000,3.132981,101.767877
SMK PANDAN JAYA,Selangor,Hulu Langat,55100,3.13656,101.737886
SMK BANDAR BARU AMPANG,Selangor,Hulu Langat,68000,3.13692,101.768273
SK LEMBAH JAYA,Selangor,Hulu Langat,68000,3.137911,101.78549
SK PANDAN JAYA,Selangor,Hulu Langat,55100,3.137911,101.738342
SJK(C) KG BARU AMPANG,Selangor,Hulu Langat,68000,3.141024,101.763816
SK TAMAN NIRWANA,Selangor,Hulu Langat,68000,3.143081,101.751851
SJK(C) ON PONG,Selangor,Hulu Langat,68000,3.146465,101.761489
SJK(T) AMPANG,Selangor,Hulu Langat,68000,3.147973,101.76322
SK TAMAN KOSAS,Selangor,Hulu Langat,68000,3.148163,101.773833
SMK TAMAN KOSAS,Selangor,Hulu Langat,68000,3.148178,101.772171
SK DUSUN TUA,Selangor,Hulu Langat,43100,3.150829,101.838493
SK AMPANG,Selangor,Hulu Langat,68000,3.152714,101.760213
SMK DATO' AHMAD RAZALI,Selangor,Hulu Langat,68000,3.15704,101.759312
SJK(C) CHOON HWA,Selangor,Hulu Langat,43100,3.164041,101.847957
SK SUNGAI LUI,Selangor,Hulu Langat,43100,3.166498,101.883977
SK LUBOK KELUBI,Selangor,Hulu Langat,43100,3.177462,101.855559
SK KUALA POMSON,Selangor,Hulu Langat,43100,3.2115866,101.8722199
SJK(C) BANDAR KAJANG 2,Selangor,Hulu Langat,43000,2.967888556,101.7942125
SK SG CHOH,Selangor,Hulu Selangor,48000,3.344554,101.589304
SMK SUNGAI CHOH,Selangor,Hulu Selangor,48000,3.350339,101.585898
SJK(C) SERENDAH,Selangor,Hulu Selangor,48200,3.365823,101.603355
SMK SERENDAH,Selangor,Hulu Selangor,48200,3.367445,101.615109
SJK(T) LDG SG CHOH,Selangor,Hulu Selangor,48000,3.367473,101.565473
SK SERENDAH,Selangor,Hulu Selangor,48200,3.369404,101.614235
SK BANDAR SUNGAI BUAYA,Selangor,Hulu Selangor,48010,3.373264,101.528799
SMK BANDAR SUNGAI BUAYA,Selangor,Hulu Selangor,48010,3.373289,101.530315
SK SUNGAI BUAYA,Selangor,Hulu Selangor,48010,3.392225,101.527215
SMK BUKIT SENTOSA,Selangor,Hulu Selangor,48300,3.402257,101.567784
SJK(T) BUKIT BERUNTUNG,Selangor,Hulu Selangor,48300,3.403384,101.554519
SK BUKIT BERUNTUNG,Selangor,Hulu Selangor,48300,3.403768,101.555914
SM SAINS HULU SELANGOR,Selangor,Hulu Selangor,44300,3.408276,101.660777
SJK(C) BKT TANGGA,Selangor,Hulu Selangor,48300,3.408702,101.572993
SK BUKIT SENTOSA,Selangor,Hulu Selangor,48300,3.4145,101.585415
SMK BUKIT SENTOSA 2,Selangor,Hulu Selangor,48300,3.415811,101.586566
SK BUKIT BERUNTUNG 2,Selangor,Hulu Selangor,48300,3.419058,101.569002
SJK(C) KAMPUNG GURNEY,Selangor,Hulu Selangor,44300,3.421394,101.662604
SK ANTARA GAPI,Selangor,Hulu Selangor,48200,3.422072,101.630251
SK ULU YAM BHARU,Selangor,Hulu Selangor,44300,3.43767313,101.6601369
SK TAMAN BUNGA RAYA (1),Selangor,Hulu Selangor,48300,3.438814,101.551522
SMK TAMAN BUNGA RAYA (1),Selangor,Hulu Selangor,48300,3.439168,101.552568
SK TAMAN BUNGA RAYA 2,Selangor,Hulu Selangor,48300,3.445529,101.551978
SJK(C) CHOONG CHEE,Selangor,Hulu Selangor,44300,3.451174,101.643172
SK ULU YAM LAMA,Selangor,Hulu Selangor,44300,3.455346795,101.6390581
SMK BANDAR BARU BATANG KALI,Selangor,Hulu Selangor,44300,3.458035,101.653516
SK BANDAR BARU BATANG KALI,Selangor,Hulu Selangor,44300,3.459212,101.654313
SJK(C) BATANG KALI,Selangor,Hulu Selangor,44300,3.462562,101.639021
SMK SYED MASHOR,Selangor,Hulu Selangor,44300,3.465148,101.647508
SJK(T) LADANG BATANG KALI,Selangor,Hulu Selangor,44300,3.466978,101.649848
SK KG KUANTAN,Selangor,Hulu Selangor,44300,3.467885,101.673883
SK BATANG KALI,Selangor,Hulu Selangor,44300,3.468095889,101.6447128
SJK(C) RASA,Selangor,Hulu Selangor,44200,3.49301,101.634067
SK RASA,Selangor,Hulu Selangor,44200,3.501628,101.634909
SJK(T) LDG NIGEL GARDNER,Selangor,Hulu Selangor,45600,3.514096,101.497745
SMK AMPANG PECAH,Selangor,Hulu Selangor,44000,3.541757,101.663213
SK AMPANG PECAH,Selangor,Hulu Selangor,44000,3.54232,101.662273
SAMT KUALA KUBU BHARU,Selangor,Hulu Selangor,44000,3.558456,101.643629
SJK(C) KHING MING,Selangor,Hulu Selangor,44000,3.562329,101.654726
SK KUALA KUBU BHARU,Selangor,Hulu Selangor,44000,3.563492896,101.6526607
SK SERI FAJAR,Selangor,Hulu Selangor,44010,3.564111,101.436285
SJK(T) KUALA KUBU BHARU,Selangor,Hulu Selangor,44000,3.565196,101.659068
SMK DATO' HJ KAMARUDDIN,Selangor,Hulu Selangor,44000,3.566785,101.658517
SK KUALA KUBU BARU SATU,Selangor,Hulu Selangor,44000,3.567386,101.658013
SK KUALA KUBU BHARU DUA,Selangor,Hulu Selangor,44000,3.56817,101.657818
SJK(T) LADANG KERLING,Selangor,Hulu Selangor,44100,3.569007,101.588267
SMK KUALA KUBU BHARU,Selangor,Hulu Selangor,44000,3.569236,101.663639
SK TUN ABDUL RAZAK,Selangor,Hulu Selangor,44000,3.571514,101.656341
SK LEMBAH BERINGIN,Selangor,Hulu Selangor,44100,3.581064,101.533007
SJK(C) KERLING,Selangor,Hulu Selangor,44100,3.592347,101.609042
SK KERLING,Selangor,Hulu Selangor,44100,3.595411,101.600033
SJK(C) KALUMPANG,Selangor,Hulu Selangor,44100,3.633717,101.572789
SMK KALUMPANG,Selangor,Hulu Selangor,44100,3.634496,101.570207
SK KALUMPANG,Selangor,Hulu Selangor,44100,3.636347,101.569059
SK SG TENGI,Selangor,Hulu Selangor,44010,3.650676,101.416731
SJK(T) LADANG KALUMPANG,Selangor,Hulu Selangor,35900,3.663948,101.534369
