school,state,district,postcode,lat,lon
SMK DATUK MUHAMMAD YUSOF,Negeri Sembilan,Port Dickson,71150,2.495153,102.003411
SK SI-RUSA,Negeri Sembilan,Port Dickson,71050,2.4962336,101.8436551
SK SUNGALA,Negeri Sembilan,Port Dickson,71050,2.497981,101.860369
SJK(C) LADANG SUA BETONG,Negeri Sembilan,Port Dickson,71000,2.5012,101.91
SJK(T) LDG SUA BETONG,Negeri Sembilan,Port Dickson,71050,2.50138,101.910351
SK PANGLIMA ADNAN,Negeri Sembilan,Port Dickson,71050,2.503336,101.839664
SMK BUKIT SAUJANA,Negeri Sembilan,Port Dickson,71050,2.504069,101.839
SK KAMPUNG BARU SIRUSA,Negeri Sembilan,Port Dickson,71050,2.50585,101.851
SMK KAMPUNG BARU SIRUSA,Negeri Sembilan,Port Dickson,71050,2.507869,101.851
SJK(T) LADANG TAMPIN LINGGI,Negeri Sembilan,Port Dickson,71200,2.515658,101.996314
SJK(T) LDG ST LEONARD,Negeri Sembilan,Port Dickson,71000,2.516839,101.833697
SJK(C) ST LEONARDS,Negeri Sembilan,Port Dickson,71000,2.516858,101.833419
SMK TINGGI PORT DICKSON,Negeri Sembilan,Port Dickson,71000,2.523061,101.821
SK PORT DICKSON,Negeri Sembilan,Port Dickson,71000,2.52516,101.799
SJK(T) PORT DICKSON,Negeri Sembilan,Port Dickson,71000,2.526972,101.795314
SMK DATUK HAJI ABDUL SAMAD,Negeri Sembilan,Port Dickson,71000,2.5275,101.816
SJK(C) CHUNG HUA PORT DICKSON,Negeri Sembilan,Port Dickson,71000,2.52909,101.793
SK KAMPONG GELAM,Negeri Sembilan,Port Dickson,71000,2.5344,101.796
KOLEJ VOKASIONAL PORT DICKSON ,Negeri Sembilan,Port Dickson,71000,2.555519,101.813
SMK RAJA JUMAAT,Negeri Sembilan,Port Dickson,71007,2.55867,101.81
SJK(T) LDG BRADWALL,Negeri Sembilan,Port Dickson,71100,2.561097,101.917653
SJK(C) BRADWALL,Negeri Sembilan,Port Dickson,71010,2.56145,101.918
SJK(C) CHUNG HUA LUKUT,Negeri Sembilan,Port Dickson,71010,2.561558,101.828618
SJK(T) LADANG LINSUM,Negeri Sembilan,Port Dickson,71200,2.571701,101.960736
SJK(T) SUNGAI SALAK,Negeri Sembilan,Port Dickson,71010,2.573807,101.838067
SJK(T) LDG SILIAU,Negeri Sembilan,Port Dickson,71100,2.578594,101.911353
SJK(C) LADANG SILIAU,Negeri Sembilan,Port Dickson,71100,2.578722,101.910956
SJK(T) LDG SAGGA,Negeri Sembilan,Port Dickson,71100,2.58092,101.93
SJK(T) LADANG ATHERTON,Negeri Sembilan,Port Dickson,71100,2.581353,101.893869
SMK YAM TUAN RADIN,Negeri Sembilan,Port Dickson,71010,2.58377,101.857
SK LUKUT,Negeri Sembilan,Port Dickson,71010,2.583967,101.855308
SJK(T) LADANG SENDAYAN,Negeri Sembilan,Port Dickson,71010,2.59725,101.868
SJK(C) BANDAR SPRINGHILL,Negeri Sembilan,Port Dickson,71010,2.59821,101.861
SMA CHUAH,Negeri Sembilan,Port Dickson,71960,2.604317,101.765564
SK CHUAH,Negeri Sembilan,Port Dickson,71960,2.605467,101.765361
SJK(T) BANDAR SPRING HILL,Negeri Sembilan,Port Dickson,71010,2.606033,101.870117
SJK(C) CHUAH,Negeri Sembilan,Port Dickson,71960,2.610236,101.753708
SJK(C) TANAH MERAH SITE C,Negeri Sembilan,Port Dickson,71960,2.614089,101.803706
SMK TANAH MERAH,Negeri Sembilan,Port Dickson,71960,2.615281,101.801
SJK(C) KG BARU SG NIPAH,Negeri Sembilan,Port Dickson,71960,2.62571,101.746
SK KG SAWAH,Negeri Sembilan,Port Dickson,71960,2.6264,101.761
SK JIMAH,Negeri Sembilan,Port Dickson,71300,2.635725,101.842383
SJK(T) MUKUNDAN,Negeri Sembilan,Port Dickson,71960,2.639511,101.740097
SJK(C) YIK CHIAO,Negeri Sembilan,Port Dickson,71960,2.64646,101.743
SJK(T) LADANG TANAH MERAH,Negeri Sembilan,Port Dickson,71010,2.646797,101.785147
SK JIMAH BARU,Negeri Sembilan,Port Dickson,71100,2.660111,101.866
SJK(C) KG BARU TANAH MERAH 'A',Negeri Sembilan,Port Dickson,71010,2.67784,101.759
SK TITIAN BINTANGOR,Negeri Sembilan,Rembau,71150,2.45771,102.098812
SK DATO SHAH BANDAR REMBAU,Negeri Sembilan,Rembau,71150,2.46746,102.067
SJK(T) LADANG SG BARU,Negeri Sembilan,Rembau,71150,2.47908,102.078
SK SEMERBOK,Negeri Sembilan,Rembau,71350,2.480207,102.127372
SK SAWAH RAJA,Negeri Sembilan,Rembau,71350,2.48544,102.104
SK ASTANA RAJA,Negeri Sembilan,Rembau,71350,2.50788,102.118
SMK DATUK ABDULLAH,Negeri Sembilan,Rembau,71350,2.509708,102.11797
SK LEGONG ULU,Negeri Sembilan,Rembau,71350,2.512129,102.141217
SK KOTA,Negeri Sembilan,Rembau,71350,2.51331,102.163
SJK(C) PEI TECK KOTA,Negeri Sembilan,Rembau,71350,2.5222,102.158
SM SAINS REMBAU,Negeri Sembilan,Rembau,71300,2.522805,102.049103
SK KAMPONG TANJONG,Negeri Sembilan,Rembau,71350,2.522963,102.166987
SMK DATO' UNDANG HAJI ADNAN,Negeri Sembilan,Rembau,71350,2.52341,102.158
SMA HAJI MOHD.YATIM,Negeri Sembilan,Rembau,71350,2.524325,102.171679
SK PILIN,Negeri Sembilan,Rembau,71300,2.5256,102.064199
SK KUNDOR,Negeri Sembilan,Rembau,71400,2.528074,102.033374
SK TUN HAJI ABDUL MALEK,Negeri Sembilan,Rembau,71300,2.531108,102.117931
SK CHENGKAU,Negeri Sembilan,Rembau,71300,2.54422,102.136
SK PULAU BESAR,Negeri Sembilan,Rembau,71300,2.54989,102.107
SK BONGEK,Negeri Sembilan,Rembau,71300,2.56351,102.128
SK SALAK NAMA,Negeri Sembilan,Rembau,71300,2.578347,102.119773
SK SEBERANG BATU HAMPAR,Negeri Sembilan,Rembau,71300,2.579043,102.085177
SK KAMPONG BATU,Negeri Sembilan,Rembau,71300,2.58465,102.117
SK UNDANG REMBAU,Negeri Sembilan,Rembau,71309,2.58563,102.096
SMK UNDANG REMBAU,Negeri Sembilan,Rembau,71309,2.58695,102.097
SJK(T) LADANG BATU HAMPAR,Negeri Sembilan,Rembau,71300,2.587135,102.07246
SJK(C) YUK HUA REMBAU,Negeri Sembilan,Rembau,71300,2.5889661,102.0958856
SMA REMBAU,Negeri Sembilan,Rembau,71300,2.591039,102.090519
SK PEDAS,Negeri Sembilan,Rembau,71400,2.595058,102.048467
KOLEJ VOKASIONAL DATO LELA MAHARAJA,Negeri Sembilan,Rembau,71300,2.59514,102.074
SMK PEDAS,Negeri Sembilan,Rembau,71400,2.595216,102.046834
KOLEJ VOKASIONAL DATO' UNDANG HJ. MUHAMAD SHARIP,Negeri Sembilan,Rembau,71300,2.59584,102.091
SMK DATO' SEDIA RAJA,Negeri Sembilan,Rembau,71309,2.59612,102.077
SK TAMAN SERI REMBAU,Negeri Sembilan,Rembau,71300,2.5975,102.099
SK CHEMBONG,Negeri Sembilan,Rembau,71300,2.5991685,102.0791536
SK KAYU ARA,Negeri Sembilan,Rembau,71300,2.606042,102.086312
SJK(T) LADANG CHEMBONG,Negeri Sembilan,Rembau,71300,2.608594,102.067605
SJK(C) PEI HWA PEDAS,Negeri Sembilan,Rembau,71400,2.61677,102.059
SK SEPRI,Negeri Sembilan,Rembau,71300,2.62595,102.089
SMK AGAMA DATO' HAJI ABU HASSAN HAJI SAIL,Negeri Sembilan,Rembau,71400,2.62899,102.06
SJK(T) LDG PERHENTIAN TINGGI,Negeri Sembilan,Rembau,71450,2.64684,102.029
SK SELIAU,Negeri Sembilan,Seremban,71200,2.564818,101.941385
SMK DATO' SHAMSUDIN NAIN,Negeri Sembilan,Seremban,71200,2.57325,101.961
SK DATO' RAJA MELANA,Negeri Sembilan,Seremban,71200,2.5741,101.961
SMK RANTAU,Negeri Sembilan,Seremban,71200,2.57616,101.961
SJK(C) FOREST HEIGHTS SEREMBAN,Negeri Sembilan,Seremban,70450,2.588445,102.002285
SMA RANTAU,Negeri Sembilan,Seremban,71200,2.58948,101.963
SK DATUK AKHIR ZAMAN,Negeri Sembilan,Seremban,71200,2.590263,101.963307
SJK(C) CHUNG HUA RANTAU,Negeri Sembilan,Seremban,71200,2.59245,101.964
SJK(T) RANTAU,Negeri Sembilan,Seremban,71200,2.597677,101.949281
SK SEGA,Negeri Sembilan,Seremban,71200,2.611371,101.934224
SJK(T) LADANG KOMBOK,Negeri Sembilan,Seremban,71200,2.619292,101.985848
SJK(C) SIN MIN,Negeri Sembilan,Seremban,71200,2.621113,101.951752
SJK(T) LADANG SHANGHAI SEREMBAN,Negeri Sembilan,Seremban,70300,2.64263,101.897583
SK NYATOH,Negeri Sembilan,Seremban,71200,2.64382,101.948
SM DATUK ABDUL RAZAK,Negeri Sembilan,Seremban,71450,2.646524,101.989551
SJK(T) LADANG SEREMBAN,Negeri Sembilan,Seremban,71450,2.656445,101.992871
SMK MAMBAU,Negeri Sembilan,Seremban,70300,2.6575,101.91
SK MAMBAU,Negeri Sembilan,Seremban,70300,2.65884,101.912
SJK(T) BANDAR SRI SENDAYAN,Negeri Sembilan,Seremban,71950,2.660655,101.871737
SJK(T) LADANG SENAWANG,Negeri Sembilan,Seremban,71450,2.661502778,101.9963972
SMK TAMAN TUANKU JAAFAR,Negeri Sembilan,Seremban,71450,2.662376,101.998444
SK BANDAR SRI SENDAYAN,Negeri Sembilan,Seremban,71950,2.66266,101.88276
SMK BANDAR BARU SRI SENDAYAN,Negeri Sembilan,Seremban,71950,2.662787,101.883791
SK TAMAN TUANKU JAAFAR 2,Negeri Sembilan,Seremban,71450,2.66292,101.997
SJK(C) BANDAR SRI SENDAYAN,Negeri Sembilan,Seremban,71950,2.666076,101.875286
SMK SEREMBAN JAYA 2,Negeri Sembilan,Seremban,70450,2.668051,101.973159
SK SEREMBAN JAYA 2,Negeri Sembilan,Seremban,70450,2.66817,101.975
SJK(C) KG BARU MAMBAU,Negeri Sembilan,Seremban,70300,2.669445,101.9178
SMK (FELDA) SERI SENDAYAN,Negeri Sembilan,Seremban,71950,2.670816,101.846599
SJK(C) SUNGAI SALAK,Negeri Sembilan,Seremban,70450,2.67152,101.976951
SK TAMAN TUANKU JAAFAR,Negeri Sembilan,Seremban,71450,2.67198,101.997
SK SEREMBAN JAYA,Negeri Sembilan,Seremban,70450,2.6753,101.97
SK SENDAYAN,Negeri Sembilan,Seremban,71950,2.675945,101.843371
SMK SEREMBAN JAYA,Negeri Sembilan,Seremban,70450,2.67804,101.969
SK TAMAN RASAH JAYA,Negeri Sembilan,Seremban,70300,2.678191667,101.9447556
SK WAWASAN,Negeri Sembilan,Seremban,70300,2.679321,101.903453
SJK(T) CONVENT SEREMBAN (KOMPLEKS WAWASAN),Negeri Sembilan,Seremban,70300,2.680326,101.903395
SMK BUKIT KEPAYANG,Negeri Sembilan,Seremban,70300,2.68045,101.907
SMK SEREMBAN 3,Negeri Sembilan,Seremban,70300,2.681,101.94
SK SENAWANG,Negeri Sembilan,Seremban,70450,2.693344444,101.9821889
SK TAMAN SRI MAWAR,Negeri Sembilan,Seremban,70450,2.69358,101.972
SMK BUKIT MEWAH,Negeri Sembilan,Seremban,70100,2.694171,101.944066
SJK(C) KELPIN SEREMBAN,Negeri Sembilan,Seremban,70100,2.694587,101.940881
SJK(C) KG BARU RAHANG,Negeri Sembilan,Seremban,70450,2.694852,101.960241
SJK(C) MA HWA KG. BARU RASAH,Negeri Sembilan,Seremban,70300,2.69815,101.934
SMK SENAWANG,Negeri Sembilan,Seremban,70450,2.6989,101.983
SJK(C) SIN HUA,Negeri Sembilan,Seremban,70100,2.69913,101.954
SMK TAMAN FOREST HEIGHTS,Negeri Sembilan,Seremban,70450,2.699927,101.982507
SK SEREMBAN 2A,Negeri Sembilan,Seremban,70300,2.7,101.906
SK SEREMBAN 2B,Negeri Sembilan,Seremban,70300,2.70001,101.906
SK GADONG JAYA,Negeri Sembilan,Seremban,71900,2.700181,101.850901
SMK SEREMBAN 2,Negeri Sembilan,Seremban,70300,2.701281,101.904623
SK SENAWANG 3,Negeri Sembilan,Seremban,70450,2.7026,101.974
SK DATO' BANDAR RASAH,Negeri Sembilan,Seremban,70300,2.703030556,101.9414778
SJK(C) TUNG HUA,Negeri Sembilan,Seremban,70300,2.704956,101.888237
SK TAMAN SERI PAGI,Negeri Sembilan,Seremban,70450,2.709780556,101.9865611
SMK SERI PAGI,Negeri Sembilan,Seremban,70450,2.71003,101.988
SK TAMAN DUSUN NYIOR,Negeri Sembilan,Seremban,70100,2.712333333,101.958425
SK TAMAN TASIK JAYA,Negeri Sembilan,Seremban,70400,2.716763889,101.9934389
SK RAHANG,Negeri Sembilan,Seremban,70100,2.7183,101.948
SK LAVENDER HEIGHTS ,Negeri Sembilan,Seremban,70450,2.71832,102.004
SMK KING GEORGE V,Negeri Sembilan,Seremban,70100,2.71865,101.945
SK ST PAUL,Negeri Sembilan,Seremban,70200,2.721629,101.919314
SK PAROI,Negeri Sembilan,Seremban,70400,2.722227778,101.9938639
SMT TUANKU JAAFAR,Negeri Sembilan,Seremban,70400,2.722877,101.967002
SK METHODIST (ACS) SEREMBAN,Negeri Sembilan,Seremban,70000,2.72324,101.936
SMK METHODIST ACS,Negeri Sembilan,Seremban,70000,2.723251,101.936035
SK L B JOHNSON,Negeri Sembilan,Seremban,71760,2.723283333,101.7842778
SJK(T) LORONG JAVA,Negeri Sembilan,Seremban,70000,2.723313,101.940524
SJK(C) KG BARU PAROI,Negeri Sembilan,Seremban,70400,2.72346,102.001
KOLEJ VOKASIONAL AMPANGAN,Negeri Sembilan,Seremban,70400,2.72366,101.969982
SK SERI KELANA,Negeri Sembilan,Seremban,70100,2.723784,101.954406
SJK(C) SINO ENGLISH,Negeri Sembilan,Seremban,70000,2.72397,101.935
SMK PANCHOR,Negeri Sembilan,Seremban,70400,2.724179,102.013266
SMK PENDETA ZA'BA,Negeri Sembilan,Seremban,70400,2.72487,101.989
SMK PUTERI,Negeri Sembilan,Seremban,70200,2.72525,101.922
SJK(C) HILLSIDE SEREMBAN,Negeri Sembilan,Seremban,70200,2.725314,101.89571
SK PANCHOR,Negeri Sembilan,Seremban,70400,2.72571,102.014
SK AMPANGAN,Negeri Sembilan,Seremban,70400,2.725761111,101.9676056
SMK SERI AMPANGAN,Negeri Sembilan,Seremban,70400,2.725783,101.969441
SK PUTERI,Negeri Sembilan,Seremban,70200,2.72586,101.925
SMA DATO' KLANA PETRA MAAMOR,Negeri Sembilan,Seremban,70400,2.726563,101.969265
SK TAMAN PAROI JAYA,Negeri Sembilan,Seremban,70400,2.72706,101.99
SJK(C) SAN MIN,Negeri Sembilan,Seremban,70000,2.727542,101.934508
SMK ST PAUL,Negeri Sembilan,Seremban,70200,2.72868,101.933
SK KING GEORGE V,Negeri Sembilan,Seremban,70400,2.72887,101.972
KOLEJ TUNKU KURSHIAH,Negeri Sembilan,Seremban,71760,2.729718,101.793021
SJK(T) LADANG LABU BHG 4,Negeri Sembilan,Seremban,71900,2.730637,101.830348
SJK(C) CHUNG HUA,Negeri Sembilan,Seremban,70000,2.73087,101.935
SJK(T) JALAN LOBAK,Negeri Sembilan,Seremban,70200,2.73167,101.931
SJK(C) CHAN WA,Negeri Sembilan,Seremban,70200,2.73273,101.931
SMK DATO' HAJI MOHD REDZA,Negeri Sembilan,Seremban,70400,2.7334,101.959
SMK AGAMA SHEIKH HJ MOHD SAID,Negeri Sembilan,Seremban,70400,2.73516,101.951
SM SAINS TUANKU MUNAWIR,Negeri Sembilan,Seremban,70400,2.73579,101.963
SM SAINS TUANKU AISHAH ROHANI,Negeri Sembilan,Seremban,70400,2.7361075,101.951849
SMK TUNKU AMPUAN DURAH,Negeri Sembilan,Seremban,70400,2.73639,101.961
SK TEMIANG,Negeri Sembilan,Seremban,70200,2.73659,101.94
SJK(C) CHI HWA,Negeri Sembilan,Seremban,70200,2.73667,101.938
SJK(C) KUO MIN,Negeri Sembilan,Seremban,70200,2.737629,101.930298
SJK(C) PEI HUA,Negeri Sembilan,Seremban,70200,2.73773,101.929
SMK CHAN WA II,Negeri Sembilan,Seremban,70200,2.738099,101.903692
SMK DATO SHEIKH AHMAD,Negeri Sembilan,Seremban,70400,2.73816,101.95
SK DATO KLANA MAAMOR,Negeri Sembilan,Seremban,70200,2.73889,101.936
SK PENDIDIKAN KHAS SEREMBAN,Negeri Sembilan,Seremban,70200,2.73908,101.936
SMA PERSEKUTUAN LABU,Negeri Sembilan,Seremban,71900,2.73944,101.86
SMK CHAN WA,Negeri Sembilan,Seremban,70200,2.7404,101.94
SMK WARISAN PUTERI,Negeri Sembilan,Seremban,70400,2.740567,101.97402
SMK TUNKU AMPUAN NAJIHAH,Negeri Sembilan,Seremban,70200,2.74123,101.936
SK LABU ULU,Negeri Sembilan,Seremban,71900,2.741391667,101.858175
SJK(T) LADANG KUBANG,Negeri Sembilan,Seremban,71800,2.74172,101.78862
SJK(C) KG BARU BT 8 LABU,Negeri Sembilan,Seremban,71900,2.74268,101.856481
SK TAMAN WARISAN PUTERI,Negeri Sembilan,Seremban,70400,2.74294,101.979
SJK(T) LADANG KIRBY,Negeri Sembilan,Seremban,71900,2.744828,101.845176
SJK(C) KG SERI SIKAMAT,Negeri Sembilan,Seremban,70400,2.74577,101.967
SMK BANDAR ENSTEK,Negeri Sembilan,Seremban,71760,2.751199,101.768187
SEKOLAH RENDAH TAHFIZ AL-QURAN INTEGRASI AL-IRSHAD,Negeri Sembilan,Seremban,71900,2.751610655,101.8234438
SK BANDAR ENSTEK,Negeri Sembilan,Seremban,71760,2.751946,101.765977
SJK(C) MIN SHING,Negeri Sembilan,Seremban,71900,2.753641667,101.8235139
SK SIKAMAT,Negeri Sembilan,Seremban,70400,2.75503,101.965
SJK(T) LABU BHG 1,Negeri Sembilan,Seremban,71900,2.755822222,101.8262167
SK LABU,Negeri Sembilan,Seremban,71900,2.75602,101.824
SK JIJAN,Negeri Sembilan,Seremban,71800,2.75646,101.783
SMK DATO' SHAHARDIN,Negeri Sembilan,Seremban,71900,2.75747,101.826
SK TEKIR,Negeri Sembilan,Seremban,71900,2.76265,101.848
SK KOMPLEKS KLIA,Negeri Sembilan,Seremban,71800,2.766444444,101.7611111
SMK KOMPLEKS KLIA,Negeri Sembilan,Seremban,71800,2.767873,101.760465
SK DATO' SHAH BANDAR ABU BAKAR LABU HILIR,Negeri Sembilan,Seremban,71900,2.782751,101.800369
SJK(C) KG BARU PANTAI,Negeri Sembilan,Seremban,71770,2.787001,102.000258
SK PANTAI,Negeri Sembilan,Seremban,71770,2.78734,101.998
SJK(T) DESA CEMPAKA,Negeri Sembilan,Seremban,71800,2.79737,101.767
SK DESA CEMPAKA,Negeri Sembilan,Seremban,71800,2.79787,101.768
SMK DESA CEMPAKA,Negeri Sembilan,Seremban,71800,2.797892,101.768337
SK DATO' AHMAD MANAF,Negeri Sembilan,Seremban,71800,2.79852,101.774
SMA NILAI,Negeri Sembilan,Seremban,71800,2.79861,101.793
SJK(T) NILAI,Negeri Sembilan,Seremban,71800,2.80228,101.797
SJK(C) KUO MIN,Negeri Sembilan,Seremban,71800,2.802314,101.797825
SMK DATO' MOHD SAID,Negeri Sembilan,Seremban,71800,2.80287,101.797
SK DESA JASMIN,Negeri Sembilan,Seremban,71800,2.80462,101.789
SJK(T) LDG CAIRO,Negeri Sembilan,Seremban,71700,2.819704,101.898117
SK TAMAN SEMARAK,Negeri Sembilan,Seremban,71800,2.821177778,101.8105361
SMK TAMAN SEMARAK,Negeri Sembilan,Seremban,71800,2.821353,101.814504
SJK(C) CHI CHI MANTIN,Negeri Sembilan,Seremban,71700,2.82137,101.898
SJK(C) PUTRA NILAI,Negeri Sembilan,Seremban,71800,2.8259,101.77263
SK MANTIN,Negeri Sembilan,Seremban,71700,2.826174,101.883593
SJK(C) CHUNG HUA MANTIN,Negeri Sembilan,Seremban,71700,2.82627,101.894562
SMK MANTIN,Negeri Sembilan,Seremban,71700,2.82861,101.896
SJK(C) KG BARU PAJAM,Negeri Sembilan,Seremban,71700,2.842654,101.849147
SJK(T) TUN SAMBANTHAN,Negeri Sembilan,Seremban,71700,2.843555,101.849498
SK BATANG BENAR,Negeri Sembilan,Seremban,71700,2.84485,101.82565
SJK(T) LADANG BATANG BENAR,Negeri Sembilan,Seremban,71800,2.845199,101.820096
SK MENDUM,Negeri Sembilan,Seremban,71750,2.855489,101.953181
SK SUNGAI MACHANG,Negeri Sembilan,Seremban,71750,2.857292,101.910239
SK DATO' KLANA PUTRA,Negeri Sembilan,Seremban,71750,2.86413,101.942
SMK DATO' KLANA PUTRA,Negeri Sembilan,Seremban,71750,2.866882,101.939428
SK SUNGAI JAI,Negeri Sembilan,Seremban,71750,2.870031,101.889078
SJK(T) LADANG LENGGENG,Negeri Sembilan,Seremban,71750,2.885248,101.90327
SK KAMPONG DACHING,Negeri Sembilan,Seremban,71750,2.89191,101.894
SK ULU BERANANG,Negeri Sembilan,Seremban,71750,2.893175,101.927627
SJK(C) YU CHAI ULU BERANANG,Negeri Sembilan,Seremban,71750,2.894527,101.928515
SJK(C) KG BARU BROGA,Negeri Sembilan,Seremban,71750,2.937381,101.911606
SJK(T) LADANG BUKIT KLEDEK,Negeri Sembilan,Tampin,73200,2.456125,102.499787
SJK(C) CHUNG HUA TAMPIN,Negeri Sembilan,Tampin,73000,2.46726,102.232
SJK(T) TAMPIN,Negeri Sembilan,Tampin,73000,2.47261,102.228
SK TUNKU BESAR TAMPIN,Negeri Sembilan,Tampin,73000,2.47362,102.223
SK DR. SULAIMAN,Negeri Sembilan,Tampin,73000,2.47377,102.229
SK TENGKU ZAINUN,Negeri Sembilan,Tampin,73000,2.474208,102.226789
SMK TUNKU BESAR,Negeri Sembilan,Tampin,73000,2.47442,102.221
SMK TUNKU SYED IDRUS,Negeri Sembilan,Tampin,73000,2.47534,102.227
SJK(C) KG BARU TAMPIN,Negeri Sembilan,Tampin,73000,2.47779,102.23
SMK TAMAN INDAH,Negeri Sembilan,Tampin,73000,2.480138,102.242679
SK TUNKU SYED SYAABAN,Negeri Sembilan,Tampin,73000,2.48413,102.328
SJK(T) AIR KUNING SELATAN,Negeri Sembilan,Tampin,73200,2.48442,102.471
SK AIR KUNING SELATAN,Negeri Sembilan,Tampin,73200,2.4871,102.471
SK KERU,Negeri Sembilan,Tampin,73000,2.4914,102.295
SMA REPAH,Negeri Sembilan,Tampin,73000,2.49373,102.239
SJK(C) AIR KUNING SELATAN,Negeri Sembilan,Tampin,73200,2.50841,102.479
SK (FELDA) BUKIT JALOR,Negeri Sembilan,Tampin,73200,2.51139,102.538
SJK(C) LADANG REGENT,Negeri Sembilan,Tampin,73200,2.51341,102.403
SJK(T) LADANG REGENT,Negeri Sembilan,Tampin,73200,2.51389,102.403
SJK(T) LADANG REPAH,Negeri Sembilan,Tampin,73000,2.51854,102.252
SMK DATO' MOHD TAHA,Negeri Sembilan,Tampin,73200,2.52623,102.399
SMK BUKIT JALOR,Negeri Sembilan,Tampin,73200,2.52673,102.488
SJK(C) SIN MIN GEMENCHEH,Negeri Sembilan,Tampin,73200,2.53506,102.396
SK DATUK ABDULLAH,Negeri Sembilan,Tampin,73200,2.53656,102.391
SJK(C) KG BARU GEDOK,Negeri Sembilan,Tampin,73200,2.548653,102.421601
SK SUNGAI JERNEH,Negeri Sembilan,Tampin,73200,2.55275,102.356
SK GEDOK,Negeri Sembilan,Tampin,73200,2.553107,102.428563
SK ROKAN,Negeri Sembilan,Tampin,73200,2.56728,102.386
SK SUNGAI DUA,Negeri Sembilan,Tampin,73200,2.57187,102.47
SK KEM SYED SIRAJUDDIN,Negeri Sembilan,Tampin,73400,2.57302,102.588
SMK GEMAS,Negeri Sembilan,Tampin,73400,2.57891,102.595
SK GEMAS,Negeri Sembilan,Tampin,73400,2.581,102.614
SMA GEMAS,Negeri Sembilan,Tampin,73400,2.58241,102.614
SJK(T) LADANG SG KELAMAH,Negeri Sembilan,Tampin,73400,2.58249,102.551
SJK(C) KUO MIN GEMAS,Negeri Sembilan,Tampin,73400,2.58269,102.61
SJK(T) GEMAS,Negeri Sembilan,Tampin,73400,2.58269,102.607
SMK TUANKU ABDUL RAHMAN,Negeri Sembilan,Tampin,73400,2.58378,102.608
SJK(C) KG BARU GEMAS,Negeri Sembilan,Tampin,73400,2.58513,102.621
SK TUANKU ABDUL RAHMAN,Negeri Sembilan,Tampin,73400,2.58554,102.608
SK SUNGAI KELAMAH 'RKTP',Negeri Sembilan,Tampin,73400,2.59089,102.513
SK BUKIT ROKAN (LKTP),Negeri Sembilan,Tampin,73200,2.605618,102.40179
SMK BUKIT ROKAN,Negeri Sembilan,Tampin,73200,2.607606,102.3987
SK LONDAH,Negeri Sembilan,Tampin,73400,2.61192,102.59
SK KAMPONG LADANG,Negeri Sembilan,Tampin,73400,2.63598,102.589
SK JELAI 1,Negeri Sembilan,Tampin,73480,2.64475,102.49
SK JELAI 3 (FELDA),Negeri Sembilan,Tampin,73480,2.64574,102.485
SMK JELAI,Negeri Sembilan,Tampin,73480,2.64929,102.484
SK JELAI 2 (FELDA),Negeri Sembilan,Tampin,73480,2.651417,102.478746
SK (FELDA) PASIR BESAR,Negeri Sembilan,Tampin,73420,2.65381,102.539
SMK PASIR BESAR,Negeri Sembilan,Tampin,73420,2.65405,102.541
SK BUKIT ROKAN UTARA,Negeri Sembilan,Tampin,73200,2.66094,102.42
SK PELANGAI,Pahang,Bentong,28740,3.17545,102.245
SMK SERI PELANGAI,Pahang,Bentong,28740,3.178628285,102.1903671
SK SIMPANG PELANGAI,Pahang,Bentong,28740,3.17896,102.189
SK (FELDA) SG KEMAHAL,Pahang,Bentong,28320,3.179386111,102.2742806
SJK(C) MANCHIS,Pahang,Bentong,28730,3.199234062,102.1641751
SK KG SHAFIE,Pahang,Bentong,28730,3.205577134,102.1582575
SK (FELDA) CHEMOMOI,Pahang,Bentong,28310,3.246158333,102.2451361
SMK (FELDA) CHEMOMOI,Pahang,Bentong,28310,3.246532871,102.2449533
SK (FELDA) KEMASUL,Pahang,Bentong,28310,3.28434,102.227
SMK TELEMONG,Pahang,Bentong,28620,3.288485125,102.087694
SJK(C) TELEMONG,Pahang,Bentong,28620,3.293301,102.0884622
SJK(T) LADANG RENJOK,Pahang,Bentong,28620,3.293910914,102.0875556
SK JANDA BAIK,Pahang,Bentong,28750,3.33121,101.857
SJK(C) BUKIT TINGGI,Pahang,Bentong,28750,3.351424064,101.8170269
SMK BUKIT TINGGI,Pahang,Bentong,28750,3.356646242,101.8417701
SJK(T) SRI TELEMONG,Pahang,Bentong,28620,3.367272763,102.0570028
SMK SRI LAYANG,Pahang,Bentong,69000,3.388849,101.775198
SK LENTANG,Pahang,Bentong,28750,3.389933885,101.8898084
SK SRI LAYANG,Pahang,Bentong,69000,3.39615073,101.7727726
SMK KARAK,Pahang,Bentong,28600,3.41178,102.037
SJK(T) KARAK,Pahang,Bentong,28600,3.4120375,102.0430023
SK KARAK,Pahang,Bentong,28600,3.41215,102.035
SJK(C) KARAK,Pahang,Bentong,28600,3.41317,102.034
SMK KARAK SETIA,Pahang,Bentong,28600,3.426650678,102.0529257
SMK SERI BENTONG,Pahang,Bentong,28600,3.44633,102.074
SK SUNGAI DUA,Pahang,Bentong,28600,3.452214,101.988548
SJK(C) SUNGAI DUA,Pahang,Bentong,28600,3.457070787,101.9953733
SK JAMBU RIAS,Pahang,Bentong,28600,3.46465,102.097
KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Pahang,Bentong,28700,3.48519,101.915
